"TIME","GEO","AGE","SEX","Value","Flag and Footnotes"
"1961","Belarus","Total","Total",":",""
"1962","Belarus","Total","Total",":",""
"1963","Belarus","Total","Total",":",""
"1964","Belarus","Total","Total",":",""
"1965","Belarus","Total","Total",":",""
"1966","Belarus","Total","Total",":",""
"1967","Belarus","Total","Total",":",""
"1968","Belarus","Total","Total",":",""
"1969","Belarus","Total","Total",":",""
"1970","Belarus","Total","Total",":",""
"1971","Belarus","Total","Total",":",""
"1972","Belarus","Total","Total",":",""
"1973","Belarus","Total","Total",":",""
"1974","Belarus","Total","Total",":",""
"1975","Belarus","Total","Total",":",""
"1976","Belarus","Total","Total",":",""
"1977","Belarus","Total","Total",":",""
"1978","Belarus","Total","Total",":",""
"1979","Belarus","Total","Total",":",""
"1980","Belarus","Total","Total",":",""
"1981","Belarus","Total","Total",":",""
"1982","Belarus","Total","Total",":",""
"1983","Belarus","Total","Total",":",""
"1984","Belarus","Total","Total",":",""
"1985","Belarus","Total","Total",":",""
"1986","Belarus","Total","Total",":",""
"1987","Belarus","Total","Total",":",""
"1988","Belarus","Total","Total",":",""
"1989","Belarus","Total","Total",":",""
"1990","Belarus","Total","Total",":",""
"1991","Belarus","Total","Total",":",""
"1992","Belarus","Total","Total",":",""
"1993","Belarus","Total","Total",":",""
"1994","Belarus","Total","Total",":",""
"1995","Belarus","Total","Total",":",""
"1996","Belarus","Total","Total",":",""
"1997","Belarus","Total","Total",":",""
"1998","Belarus","Total","Total",":",""
"1999","Belarus","Total","Total",":",""
"2000","Belarus","Total","Total","10,019,480",""
"2001","Belarus","Total","Total","9,990,435",""
"2002","Belarus","Total","Total","9,950,941",""
"2003","Belarus","Total","Total","9,898,590",""
"2004","Belarus","Total","Total","9,849,062",""
"2005","Belarus","Total","Total","9,800,073",""
"2006","Belarus","Total","Total","9,750,540",""
"2007","Belarus","Total","Total","9,714,461",""
"2008","Belarus","Total","Total","9,689,770",""
"2009","Belarus","Total","Total","9,671,912",""
"2010","Belarus","Total","Total","9,480,178",""
"2011","Belarus","Total","Total","9,481,193",""
"2012","Belarus","Total","Total","9,465,150",""
"1960","Bosnia and Herzegovina","Total","Total","3,212,349",""
"1961","Bosnia and Herzegovina","Total","Total","3,265,629",""
"1962","Bosnia and Herzegovina","Total","Total","3,329,909",""
"1963","Bosnia and Herzegovina","Total","Total","3,406,130",""
"1964","Bosnia and Herzegovina","Total","Total","3,480,448",""
"1965","Bosnia and Herzegovina","Total","Total","3,553,053",""
"1966","Bosnia and Herzegovina","Total","Total","3,627,922",""
"1967","Bosnia and Herzegovina","Total","Total","3,700,916",""
"1968","Bosnia and Herzegovina","Total","Total","3,767,185",""
"1969","Bosnia and Herzegovina","Total","Total","3,734,546",""
"1970","Bosnia and Herzegovina","Total","Total","3,685,694",""
"1971","Bosnia and Herzegovina","Total","Total","3,731,216",""
"1972","Bosnia and Herzegovina","Total","Total","3,789,131",""
"1973","Bosnia and Herzegovina","Total","Total","3,845,048",""
"1974","Bosnia and Herzegovina","Total","Total","3,898,064",""
"1975","Bosnia and Herzegovina","Total","Total","3,950,628",""
"1976","Bosnia and Herzegovina","Total","Total","4,004,830",""
"1977","Bosnia and Herzegovina","Total","Total","4,059,247",""
"1978","Bosnia and Herzegovina","Total","Total","4,110,203",""
"1979","Bosnia and Herzegovina","Total","Total","4,157,746",""
"1980","Bosnia and Herzegovina","Total","Total","4,136,941",""
"1981","Bosnia and Herzegovina","Total","Total","4,114,030",""
"1982","Bosnia and Herzegovina","Total","Total","4,158,361",""
"1983","Bosnia and Herzegovina","Total","Total","4,203,208",""
"1984","Bosnia and Herzegovina","Total","Total","4,248,746",""
"1985","Bosnia and Herzegovina","Total","Total","4,293,863",""
"1986","Bosnia and Herzegovina","Total","Total","4,337,350",""
"1987","Bosnia and Herzegovina","Total","Total","4,379,545",""
"1988","Bosnia and Herzegovina","Total","Total","4,421,373",""
"1989","Bosnia and Herzegovina","Total","Total","4,461,498",""
"1990","Bosnia and Herzegovina","Total","Total","4,499,203",""
"1991","Bosnia and Herzegovina","Total","Total","4,517,921",""
"1992","Bosnia and Herzegovina","Total","Total",":",""
"1993","Bosnia and Herzegovina","Total","Total",":",""
"1994","Bosnia and Herzegovina","Total","Total",":",""
"1995","Bosnia and Herzegovina","Total","Total",":",""
"1996","Bosnia and Herzegovina","Total","Total",":",""
"1997","Bosnia and Herzegovina","Total","Total","3,727,439",""
"1998","Bosnia and Herzegovina","Total","Total","3,549,736",""
"1999","Bosnia and Herzegovina","Total","Total",":",""
"2000","Bosnia and Herzegovina","Total","Total","3,753,085","s"
"2001","Bosnia and Herzegovina","Total","Total","3,789,717","s"
"2002","Bosnia and Herzegovina","Total","Total","3,813,167","s"
"2003","Bosnia and Herzegovina","Total","Total","3,830,349","s"
"2004","Bosnia and Herzegovina","Total","Total","3,837,414","s"
"2005","Bosnia and Herzegovina","Total","Total","3,842,532","s"
"2006","Bosnia and Herzegovina","Total","Total","3,842,650",""
"2007","Bosnia and Herzegovina","Total","Total","3,844,017",""
"2008","Bosnia and Herzegovina","Total","Total","3,843,846",""
"2009","Bosnia and Herzegovina","Total","Total","3,843,998",""
"2010","Bosnia and Herzegovina","Total","Total","3,844,046",""
"2011","Bosnia and Herzegovina","Total","Total","3,843,183","p"
"2012","Bosnia and Herzegovina","Total","Total","3,839,265","p"
"1960","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1961","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1962","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1963","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1964","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1965","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1966","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1967","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1968","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1969","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1970","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1971","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1972","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1973","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1974","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1975","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1976","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1977","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1978","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1979","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1980","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1981","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1982","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1983","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1984","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1985","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1986","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1987","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1988","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1989","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1990","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1991","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1992","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1993","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1994","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1995","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1996","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1997","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1998","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"1999","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"2000","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"2001","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"2002","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":",""
"2003","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","1,985,000",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","2,016,000",""
"2005","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","2,041,000",""
"2006","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","2,100,000",""
"2007","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","2,126,708",""
"2008","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","2,153,139",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","2,180,686",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","2,208,107","p"
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","1,794,180","bp"
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","1,800,000","p"
"1960","Moldova","Total","Total",":",""
"1961","Moldova","Total","Total",":",""
"1962","Moldova","Total","Total",":",""
"1963","Moldova","Total","Total",":",""
"1964","Moldova","Total","Total",":",""
"1965","Moldova","Total","Total",":",""
"1966","Moldova","Total","Total",":",""
"1967","Moldova","Total","Total",":",""
"1968","Moldova","Total","Total",":",""
"1969","Moldova","Total","Total",":",""
"1970","Moldova","Total","Total",":",""
"1971","Moldova","Total","Total",":",""
"1972","Moldova","Total","Total",":",""
"1973","Moldova","Total","Total",":",""
"1974","Moldova","Total","Total",":",""
"1975","Moldova","Total","Total",":",""
"1976","Moldova","Total","Total",":",""
"1977","Moldova","Total","Total",":",""
"1978","Moldova","Total","Total",":",""
"1979","Moldova","Total","Total",":",""
"1980","Moldova","Total","Total",":",""
"1981","Moldova","Total","Total",":",""
"1982","Moldova","Total","Total",":",""
"1983","Moldova","Total","Total",":",""
"1984","Moldova","Total","Total",":",""
"1985","Moldova","Total","Total",":",""
"1986","Moldova","Total","Total",":",""
"1987","Moldova","Total","Total",":",""
"1988","Moldova","Total","Total",":",""
"1989","Moldova","Total","Total",":",""
"1990","Moldova","Total","Total",":",""
"1991","Moldova","Total","Total",":",""
"1992","Moldova","Total","Total",":",""
"1993","Moldova","Total","Total",":",""
"1994","Moldova","Total","Total",":",""
"1995","Moldova","Total","Total",":",""
"1996","Moldova","Total","Total",":",""
"1997","Moldova","Total","Total",":",""
"1998","Moldova","Total","Total",":",""
"1999","Moldova","Total","Total",":",""
"2000","Moldova","Total","Total","3,644,070",""
"2001","Moldova","Total","Total","3,635,112",""
"2002","Moldova","Total","Total","3,627,812",""
"2003","Moldova","Total","Total","3,618,312",""
"2004","Moldova","Total","Total","3,607,435",""
"2005","Moldova","Total","Total","3,600,436",""
"2006","Moldova","Total","Total","3,589,936",""
"2007","Moldova","Total","Total","3,581,110",""
"2008","Moldova","Total","Total","3,572,703",""
"2009","Moldova","Total","Total","3,567,512",""
"2010","Moldova","Total","Total","3,563,695",""
"2011","Moldova","Total","Total","3,560,430",""
"2012","Moldova","Total","Total","3,559,541",""
"1960","Monaco","Total","Total",":",""
"1961","Monaco","Total","Total",":",""
"1962","Monaco","Total","Total",":",""
"1963","Monaco","Total","Total",":",""
"1964","Monaco","Total","Total",":",""
"1965","Monaco","Total","Total",":",""
"1966","Monaco","Total","Total",":",""
"1967","Monaco","Total","Total",":",""
"1968","Monaco","Total","Total",":",""
"1969","Monaco","Total","Total",":",""
"1970","Monaco","Total","Total",":",""
"1971","Monaco","Total","Total",":",""
"1972","Monaco","Total","Total",":",""
"1973","Monaco","Total","Total",":",""
"1974","Monaco","Total","Total",":",""
"1975","Monaco","Total","Total",":",""
"1976","Monaco","Total","Total",":",""
"1977","Monaco","Total","Total",":",""
"1978","Monaco","Total","Total",":",""
"1979","Monaco","Total","Total",":",""
"1980","Monaco","Total","Total",":",""
"1981","Monaco","Total","Total",":",""
"1982","Monaco","Total","Total",":",""
"1983","Monaco","Total","Total",":",""
"1984","Monaco","Total","Total",":",""
"1985","Monaco","Total","Total",":",""
"1986","Monaco","Total","Total",":",""
"1987","Monaco","Total","Total",":",""
"1988","Monaco","Total","Total",":",""
"1989","Monaco","Total","Total",":",""
"1990","Monaco","Total","Total",":",""
"1991","Monaco","Total","Total",":",""
"1992","Monaco","Total","Total",":",""
"1993","Monaco","Total","Total",":",""
"1994","Monaco","Total","Total",":",""
"1995","Monaco","Total","Total",":",""
"1996","Monaco","Total","Total",":",""
"1997","Monaco","Total","Total",":",""
"1998","Monaco","Total","Total",":",""
"1999","Monaco","Total","Total",":",""
"2000","Monaco","Total","Total",":",""
"2001","Monaco","Total","Total",":",""
"2002","Monaco","Total","Total",":",""
"2003","Monaco","Total","Total",":",""
"2004","Monaco","Total","Total","32,828",""
"2005","Monaco","Total","Total","33,085",""
"2006","Monaco","Total","Total",":",""
"2007","Monaco","Total","Total",":",""
"2008","Monaco","Total","Total",":",""
"2009","Monaco","Total","Total",":",""
"2010","Monaco","Total","Total",":",""
"2011","Monaco","Total","Total",":",""
"2012","Monaco","Total","Total",":",""
"1960","Russia","Total","Total",":",""
"1961","Russia","Total","Total",":",""
"1962","Russia","Total","Total",":",""
"1963","Russia","Total","Total",":",""
"1964","Russia","Total","Total",":",""
"1965","Russia","Total","Total",":",""
"1966","Russia","Total","Total",":",""
"1967","Russia","Total","Total",":",""
"1968","Russia","Total","Total",":",""
"1969","Russia","Total","Total",":",""
"1970","Russia","Total","Total",":",""
"1971","Russia","Total","Total",":",""
"1972","Russia","Total","Total",":",""
"1973","Russia","Total","Total",":",""
"1974","Russia","Total","Total",":",""
"1975","Russia","Total","Total",":",""
"1976","Russia","Total","Total",":",""
"1977","Russia","Total","Total",":",""
"1978","Russia","Total","Total",":",""
"1979","Russia","Total","Total",":",""
"1980","Russia","Total","Total",":",""
"1981","Russia","Total","Total",":",""
"1982","Russia","Total","Total",":",""
"1983","Russia","Total","Total",":",""
"1984","Russia","Total","Total",":",""
"1985","Russia","Total","Total",":",""
"1986","Russia","Total","Total",":",""
"1987","Russia","Total","Total",":",""
"1988","Russia","Total","Total",":",""
"1989","Russia","Total","Total",":",""
"1990","Russia","Total","Total",":",""
"1991","Russia","Total","Total",":",""
"1992","Russia","Total","Total",":",""
"1993","Russia","Total","Total",":",""
"1994","Russia","Total","Total",":",""
"1995","Russia","Total","Total",":",""
"1996","Russia","Total","Total",":",""
"1997","Russia","Total","Total",":",""
"1998","Russia","Total","Total",":",""
"1999","Russia","Total","Total",":",""
"2000","Russia","Total","Total","146,890,128",""
"2001","Russia","Total","Total","146,303,611",""
"2002","Russia","Total","Total","145,649,334",""
"2003","Russia","Total","Total","145,166,731",""
"2004","Russia","Total","Total","144,168,205",""
"2005","Russia","Total","Total","143,474,219",""
"2006","Russia","Total","Total","142,753,551",""
"2007","Russia","Total","Total","142,220,968",""
"2008","Russia","Total","Total","142,008,838",""
"2009","Russia","Total","Total","141,903,979",""
"2010","Russia","Total","Total","141,914,509",""
"2011","Russia","Total","Total","142,856,536",""
"2012","Russia","Total","Total","143,056,383",""
"1960","San Marino","Total","Total",":",""
"1961","San Marino","Total","Total",":",""
"1962","San Marino","Total","Total",":",""
"1963","San Marino","Total","Total",":",""
"1964","San Marino","Total","Total",":",""
"1965","San Marino","Total","Total",":",""
"1966","San Marino","Total","Total",":",""
"1967","San Marino","Total","Total",":",""
"1968","San Marino","Total","Total",":",""
"1969","San Marino","Total","Total",":",""
"1970","San Marino","Total","Total",":",""
"1971","San Marino","Total","Total",":",""
"1972","San Marino","Total","Total",":",""
"1973","San Marino","Total","Total",":",""
"1974","San Marino","Total","Total",":",""
"1975","San Marino","Total","Total",":",""
"1976","San Marino","Total","Total",":",""
"1977","San Marino","Total","Total",":",""
"1978","San Marino","Total","Total",":",""
"1979","San Marino","Total","Total",":",""
"1980","San Marino","Total","Total",":",""
"1981","San Marino","Total","Total",":",""
"1982","San Marino","Total","Total",":",""
"1983","San Marino","Total","Total",":",""
"1984","San Marino","Total","Total",":",""
"1985","San Marino","Total","Total",":",""
"1986","San Marino","Total","Total",":",""
"1987","San Marino","Total","Total",":",""
"1988","San Marino","Total","Total",":",""
"1989","San Marino","Total","Total",":",""
"1990","San Marino","Total","Total",":",""
"1991","San Marino","Total","Total",":",""
"1992","San Marino","Total","Total",":",""
"1993","San Marino","Total","Total",":",""
"1994","San Marino","Total","Total",":",""
"1995","San Marino","Total","Total",":",""
"1996","San Marino","Total","Total",":",""
"1997","San Marino","Total","Total",":",""
"1998","San Marino","Total","Total",":",""
"1999","San Marino","Total","Total",":",""
"2000","San Marino","Total","Total",":",""
"2001","San Marino","Total","Total",":",""
"2002","San Marino","Total","Total",":",""
"2003","San Marino","Total","Total",":",""
"2004","San Marino","Total","Total","29,241",""
"2005","San Marino","Total","Total","29,673",""
"2006","San Marino","Total","Total","29,999",""
"2007","San Marino","Total","Total","30,368",""
"2008","San Marino","Total","Total","32,054",""
"2009","San Marino","Total","Total","31,269",""
"2010","San Marino","Total","Total",":",""
"2011","San Marino","Total","Total","31,863",""
"2012","San Marino","Total","Total","32,166",""
"1960","Ukraine","Total","Total",":",""
"1961","Ukraine","Total","Total",":",""
"1962","Ukraine","Total","Total",":",""
"1963","Ukraine","Total","Total",":",""
"1964","Ukraine","Total","Total",":",""
"1965","Ukraine","Total","Total",":",""
"1966","Ukraine","Total","Total",":",""
"1967","Ukraine","Total","Total",":",""
"1968","Ukraine","Total","Total",":",""
"1969","Ukraine","Total","Total",":",""
"1970","Ukraine","Total","Total",":",""
"1971","Ukraine","Total","Total",":",""
"1972","Ukraine","Total","Total",":",""
"1973","Ukraine","Total","Total",":",""
"1974","Ukraine","Total","Total",":",""
"1975","Ukraine","Total","Total",":",""
"1976","Ukraine","Total","Total",":",""
"1977","Ukraine","Total","Total",":",""
"1978","Ukraine","Total","Total",":",""
"1979","Ukraine","Total","Total",":",""
"1980","Ukraine","Total","Total",":",""
"1981","Ukraine","Total","Total",":",""
"1982","Ukraine","Total","Total",":",""
"1983","Ukraine","Total","Total",":",""
"1984","Ukraine","Total","Total",":",""
"1985","Ukraine","Total","Total",":",""
"1986","Ukraine","Total","Total",":",""
"1987","Ukraine","Total","Total",":",""
"1988","Ukraine","Total","Total",":",""
"1989","Ukraine","Total","Total",":",""
"1990","Ukraine","Total","Total",":",""
"1991","Ukraine","Total","Total",":",""
"1992","Ukraine","Total","Total",":",""
"1993","Ukraine","Total","Total",":",""
"1994","Ukraine","Total","Total",":",""
"1995","Ukraine","Total","Total",":",""
"1996","Ukraine","Total","Total",":",""
"1997","Ukraine","Total","Total",":",""
"1998","Ukraine","Total","Total",":",""
"1999","Ukraine","Total","Total",":",""
"2000","Ukraine","Total","Total","49,114,950",""
"2001","Ukraine","Total","Total","48,663,609",""
"2002","Ukraine","Total","Total","48,240,902",""
"2003","Ukraine","Total","Total","47,823,108",""
"2004","Ukraine","Total","Total","47,442,079",""
"2005","Ukraine","Total","Total","47,100,462",""
"2006","Ukraine","Total","Total","46,749,170",""
"2007","Ukraine","Total","Total","46,465,691",""
"2008","Ukraine","Total","Total","46,192,309",""
"2009","Ukraine","Total","Total","45,963,359",""
"2010","Ukraine","Total","Total","45,782,592",""
"2011","Ukraine","Total","Total","45,598,179",""
"2012","Ukraine","Total","Total","45,453,282",""
"1960","Armenia","Total","Total",":",""
"1961","Armenia","Total","Total",":",""
"1962","Armenia","Total","Total",":",""
"1963","Armenia","Total","Total",":",""
"1964","Armenia","Total","Total",":",""
"1965","Armenia","Total","Total",":",""
"1966","Armenia","Total","Total",":",""
"1967","Armenia","Total","Total",":",""
"1968","Armenia","Total","Total",":",""
"1969","Armenia","Total","Total",":",""
"1970","Armenia","Total","Total",":",""
"1971","Armenia","Total","Total",":",""
"1972","Armenia","Total","Total",":",""
"1973","Armenia","Total","Total",":",""
"1974","Armenia","Total","Total",":",""
"1975","Armenia","Total","Total",":",""
"1976","Armenia","Total","Total",":",""
"1977","Armenia","Total","Total",":",""
"1978","Armenia","Total","Total",":",""
"1979","Armenia","Total","Total",":",""
"1980","Armenia","Total","Total",":",""
"1981","Armenia","Total","Total",":",""
"1982","Armenia","Total","Total",":",""
"1983","Armenia","Total","Total",":",""
"1984","Armenia","Total","Total",":",""
"1985","Armenia","Total","Total",":",""
"1986","Armenia","Total","Total",":",""
"1987","Armenia","Total","Total",":",""
"1988","Armenia","Total","Total",":",""
"1989","Armenia","Total","Total",":",""
"1990","Armenia","Total","Total",":",""
"1991","Armenia","Total","Total",":",""
"1992","Armenia","Total","Total",":",""
"1993","Armenia","Total","Total",":",""
"1994","Armenia","Total","Total",":",""
"1995","Armenia","Total","Total",":",""
"1996","Armenia","Total","Total",":",""
"1997","Armenia","Total","Total",":",""
"1998","Armenia","Total","Total",":",""
"1999","Armenia","Total","Total",":",""
"2000","Armenia","Total","Total","3,226,900",""
"2001","Armenia","Total","Total","3,215,300",""
"2002","Armenia","Total","Total","3,212,900",""
"2003","Armenia","Total","Total","3,210,300",""
"2004","Armenia","Total","Total","3,212,200",""
"2005","Armenia","Total","Total","3,215,800",""
"2006","Armenia","Total","Total","3,219,234",""
"2007","Armenia","Total","Total","3,222,953",""
"2008","Armenia","Total","Total","3,230,086",""
"2009","Armenia","Total","Total","3,237,976",""
"2010","Armenia","Total","Total","3,249,482",""
"2011","Armenia","Total","Total","3,262,650",""
"2012","Armenia","Total","Total","3,274,285",""
"1960","Azerbaijan","Total","Total",":",""
"1961","Azerbaijan","Total","Total",":",""
"1962","Azerbaijan","Total","Total",":",""
"1963","Azerbaijan","Total","Total",":",""
"1964","Azerbaijan","Total","Total",":",""
"1965","Azerbaijan","Total","Total",":",""
"1966","Azerbaijan","Total","Total",":",""
"1967","Azerbaijan","Total","Total",":",""
"1968","Azerbaijan","Total","Total",":",""
"1969","Azerbaijan","Total","Total",":",""
"1970","Azerbaijan","Total","Total",":",""
"1971","Azerbaijan","Total","Total",":",""
"1972","Azerbaijan","Total","Total",":",""
"1973","Azerbaijan","Total","Total",":",""
"1974","Azerbaijan","Total","Total",":",""
"1975","Azerbaijan","Total","Total",":",""
"1976","Azerbaijan","Total","Total",":",""
"1977","Azerbaijan","Total","Total",":",""
"1978","Azerbaijan","Total","Total",":",""
"1979","Azerbaijan","Total","Total",":",""
"1980","Azerbaijan","Total","Total",":",""
"1981","Azerbaijan","Total","Total",":",""
"1982","Azerbaijan","Total","Total",":",""
"1983","Azerbaijan","Total","Total",":",""
"1984","Azerbaijan","Total","Total",":",""
"1985","Azerbaijan","Total","Total",":",""
"1986","Azerbaijan","Total","Total",":",""
"1987","Azerbaijan","Total","Total",":",""
"1988","Azerbaijan","Total","Total",":",""
"1989","Azerbaijan","Total","Total",":",""
"1990","Azerbaijan","Total","Total",":",""
"1991","Azerbaijan","Total","Total",":",""
"1992","Azerbaijan","Total","Total",":",""
"1993","Azerbaijan","Total","Total",":",""
"1994","Azerbaijan","Total","Total",":",""
"1995","Azerbaijan","Total","Total",":",""
"1996","Azerbaijan","Total","Total",":",""
"1997","Azerbaijan","Total","Total",":",""
"1998","Azerbaijan","Total","Total",":",""
"1999","Azerbaijan","Total","Total",":",""
"2000","Azerbaijan","Total","Total","8,016,200",""
"2001","Azerbaijan","Total","Total","8,081,000",""
"2002","Azerbaijan","Total","Total","8,141,400",""
"2003","Azerbaijan","Total","Total","8,202,500",""
"2004","Azerbaijan","Total","Total","8,265,700",""
"2005","Azerbaijan","Total","Total","8,347,300",""
"2006","Azerbaijan","Total","Total","8,436,400",""
"2007","Azerbaijan","Total","Total","8,532,700",""
"2008","Azerbaijan","Total","Total","8,629,900",""
"2009","Azerbaijan","Total","Total","8,896,900",""
"2010","Azerbaijan","Total","Total","8,997,586",""
"2011","Azerbaijan","Total","Total","9,111,078",""
"2012","Azerbaijan","Total","Total","9,235,085",""
"1960","Georgia","Total","Total",":",""
"1961","Georgia","Total","Total",":",""
"1962","Georgia","Total","Total",":",""
"1963","Georgia","Total","Total",":",""
"1964","Georgia","Total","Total",":",""
"1965","Georgia","Total","Total",":",""
"1966","Georgia","Total","Total",":",""
"1967","Georgia","Total","Total",":",""
"1968","Georgia","Total","Total",":",""
"1969","Georgia","Total","Total",":",""
"1970","Georgia","Total","Total",":",""
"1971","Georgia","Total","Total",":",""
"1972","Georgia","Total","Total",":",""
"1973","Georgia","Total","Total",":",""
"1974","Georgia","Total","Total",":",""
"1975","Georgia","Total","Total",":",""
"1976","Georgia","Total","Total",":",""
"1977","Georgia","Total","Total",":",""
"1978","Georgia","Total","Total",":",""
"1979","Georgia","Total","Total",":",""
"1980","Georgia","Total","Total",":",""
"1981","Georgia","Total","Total",":",""
"1982","Georgia","Total","Total",":",""
"1983","Georgia","Total","Total",":",""
"1984","Georgia","Total","Total",":",""
"1985","Georgia","Total","Total",":",""
"1986","Georgia","Total","Total",":",""
"1987","Georgia","Total","Total",":",""
"1988","Georgia","Total","Total",":",""
"1989","Georgia","Total","Total",":",""
"1990","Georgia","Total","Total",":",""
"1991","Georgia","Total","Total",":",""
"1992","Georgia","Total","Total",":",""
"1993","Georgia","Total","Total",":",""
"1994","Georgia","Total","Total",":",""
"1995","Georgia","Total","Total",":",""
"1996","Georgia","Total","Total",":",""
"1997","Georgia","Total","Total",":",""
"1998","Georgia","Total","Total",":",""
"1999","Georgia","Total","Total",":",""
"2000","Georgia","Total","Total","4,435,200","e"
"2001","Georgia","Total","Total","4,401,400","e"
"2002","Georgia","Total","Total","4,371,500","e"
"2003","Georgia","Total","Total","4,352,600","e"
"2004","Georgia","Total","Total","4,315,200","e"
"2005","Georgia","Total","Total","4,321,500","e"
"2006","Georgia","Total","Total","4,401,292",""
"2007","Georgia","Total","Total","4,394,702",""
"2008","Georgia","Total","Total","4,382,070",""
"2009","Georgia","Total","Total","4,385,429",""
"2010","Georgia","Total","Total","4,436,391",""
"2011","Georgia","Total","Total","4,469,250",""
"2012","Georgia","Total","Total","4,497,617",""
